league_key,league_name,club_id,club_name,season,season_start_year,season_end_year,gross_transfer_spend_eur,transfer_income_eur,net_transfer_spend_eur,incoming_transfer_count,outgoing_transfer_count,transfer_source_name,transfer_source_endpoint,transfer_collected_at_utc,transfer_confidence_level,transfer_notes,manager_count_in_season,manager_names,manager_ids,primary_manager_id,primary_manager_name,primary_manager_share_of_season,primary_manager_days_in_charge_in_season,primary_manager_spell_start_date,primary_manager_spell_end_date,primary_manager_matches,primary_manager_wins,primary_manager_draws,primary_manager_losses,primary_manager_ppg,manager_source_name,manager_source_endpoint,manager_collected_at_utc,manager_confidence_level,manager_notes,achievement_count_total,major_trophy_count,achievement_names,major_trophies,achievement_source_name,achievement_source_endpoint,achievement_collected_at_utc,achievement_confidence_level,achievement_notes,achievements_in_season,achievement_categories,major_trophies_in_season,league_position,points,wins,draws,losses,goals_for,goals_against,goal_difference,performance_source_name,performance_source_url,performance_date_accessed,performance_evidence,performance_confidence_level,performance_notes,financial_year_end,currency_original,units_original,total_revenue_original,matchday_revenue_original,broadcast_revenue_original,commercial_revenue_original,other_revenue_original,women_team_revenue_original,excluded_player_trading_revenue_original,official_staff_costs_original,net_debt_original,player_amortisation_original,profit_on_player_sales_original,profit_loss_before_tax_original,revenue_eur,matchday_revenue_eur,broadcast_revenue_eur,commercial_revenue_eur,other_revenue_eur,net_debt_eur,profit_loss_before_tax_eur,exchange_rate_used,exchange_rate_source,revenue_sum_check_original,revenue_sum_difference_original,finance_pages_used,finance_classification_notes,finance_women_team_treatment_notes,finance_non_football_revenue_notes,finance_confidence_level,finance_requires_manual_review,finance_source_document,finance_source_url,finance_notes,sporting_revenue_original,gbp_to_eur_rate,eur_to_usd_rate,gbp_to_usd_rate,inflation_adjustment_to_2025_26,fx_source,inflation_source,finance_economic_factor_notes,economic_factors_complete,total_revenue_gbp,total_revenue_gbp_real_2025_26,total_revenue_eur_real_2025_26,total_revenue_usd,total_revenue_usd_real_2025_26,matchday_revenue_gbp,matchday_revenue_gbp_real_2025_26,matchday_revenue_eur_real_2025_26,matchday_revenue_usd,matchday_revenue_usd_real_2025_26,broadcast_revenue_gbp,broadcast_revenue_gbp_real_2025_26,broadcast_revenue_eur_real_2025_26,broadcast_revenue_usd,broadcast_revenue_usd_real_2025_26,commercial_revenue_gbp,commercial_revenue_gbp_real_2025_26,commercial_revenue_eur_real_2025_26,commercial_revenue_usd,commercial_revenue_usd_real_2025_26,sporting_revenue_gbp,sporting_revenue_gbp_real_2025_26,sporting_revenue_eur,sporting_revenue_eur_real_2025_26,sporting_revenue_usd,sporting_revenue_usd_real_2025_26,official_staff_costs_gbp,official_staff_costs_gbp_real_2025_26,official_staff_costs_eur,official_staff_costs_eur_real_2025_26,official_staff_costs_usd,official_staff_costs_usd_real_2025_26,net_debt_gbp,net_debt_gbp_real_2025_26,net_debt_eur_real_2025_26,net_debt_usd,net_debt_usd_real_2025_26,player_amortisation_gbp,player_amortisation_gbp_real_2025_26,player_amortisation_eur,player_amortisation_eur_real_2025_26,player_amortisation_usd,player_amortisation_usd_real_2025_26,profit_on_player_sales_gbp,profit_on_player_sales_gbp_real_2025_26,profit_on_player_sales_eur,profit_on_player_sales_eur_real_2025_26,profit_on_player_sales_usd,profit_on_player_sales_usd_real_2025_26,profit_loss_before_tax_gbp,profit_loss_before_tax_gbp_real_2025_26,profit_loss_before_tax_eur_real_2025_26,profit_loss_before_tax_usd,profit_loss_before_tax_usd_real_2025_26,real_price_basis_label,estimated_player_wages_eur,raw_player_cost_eur,cost_per_point,wage_to_revenue_ratio,matchday_share,broadcast_share,commercial_share,has_performance_data,has_finance_data,has_achievement_data,has_manager_data
premier_league,Premier League,arsenal,Arsenal,1990/91,1990,1991,5100000.0,3950000.0,1150000.0,16,13,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1990,2026-04-27T17:53:55.514094+00:00,high,,1.0,George Graham,"[""george_graham_30-11-1944""]",george_graham_30-11-1944,George Graham,1.0,365.0,1986-05-14,1995-02-21,460.0,226.0,131.0,103.0,1.76,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,1.0,1.0,English Champion,English Champion,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,English Champion (winner),league_title,English Champion (winner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
premier_league,Premier League,arsenal,Arsenal,1991/92,1991,1992,5330000.0,1800000.0,3530000.0,15,14,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1991,2026-04-27T17:53:57.826664+00:00,high,Displayed arrivals sum (5330000) differs from parsed arrivals fee sum (5327000). Displayed departures sum (1800000) differs from parsed departures fee sum (1795000).,1.0,George Graham,"[""george_graham_30-11-1944""]",george_graham_30-11-1944,George Graham,1.0,366.0,1986-05-14,1995-02-21,460.0,226.0,131.0,103.0,1.76,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,1.0,1.0,English Supercup Winner,English Supercup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,English Supercup Winner (winner),super_cup,English Supercup Winner (winner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
premier_league,Premier League,arsenal,Arsenal,1992/93,1992,1993,4600000.0,3850000.0,750000.0,5,4,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1992,2026-04-27T17:53:59.772204+00:00,high,,1.0,George Graham,"[""george_graham_30-11-1944""]",george_graham_30-11-1944,George Graham,1.0,365.0,1986-05-14,1995-02-21,460.0,226.0,131.0,103.0,1.76,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,2.0,2.0,English League Cup winner | FA Cup Winner,English League Cup winner | FA Cup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,English League Cup winner (winner) | FA Cup Winner (winner),league_cup | fa_cup,English League Cup winner (winner) | FA Cup Winner (winner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
premier_league,Premier League,arsenal,Arsenal,1993/94,1993,1994,1280000.0,2350000.0,-1070000.0,11,14,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1993,2026-04-27T17:54:02.026995+00:00,high,,1.0,George Graham,"[""george_graham_30-11-1944""]",george_graham_30-11-1944,George Graham,1.0,365.0,1986-05-14,1995-02-21,460.0,226.0,131.0,103.0,1.76,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,1.0,1.0,Cup Winners Cup Winner,Cup Winners Cup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Cup Winners Cup Winner (winner),other,Cup Winners Cup Winner (winner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
premier_league,Premier League,arsenal,Arsenal,1994/95,1994,1995,11270000.0,750000.0,10520000.0,13,8,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1994,2026-04-27T17:54:04.059362+00:00,high,,1.0,George Graham,"[""george_graham_30-11-1944""]",george_graham_30-11-1944,George Graham,0.6465753424657534,236.0,1986-05-14,1995-02-21,460.0,226.0,131.0,103.0,1.76,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,2.0,0.0,Cup Winners Cup Runner Up | UEFA Super Cup runner-up,,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Cup Winners Cup Runner Up (runner_up) | UEFA Super Cup runner-up,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
premier_league,Premier League,arsenal,Arsenal,1995/96,1995,1996,18750000.0,6400000.0,12350000.0,10,10,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1995,2026-04-27T17:54:05.917449+00:00,high,,1.0,Bruce Rioch,"[""bruce_rioch_06-09-1947""]",bruce_rioch_06-09-1947,Bruce Rioch,1.0,366.0,1995-07-01,1996-06-30,47.0,22.0,15.0,10.0,1.72,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True
premier_league,Premier League,arsenal,Arsenal,1996/97,1996,1997,6110000.0,7780000.0,-1670000.0,11,17,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1996,2026-04-27T17:54:07.638233+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,0.7479452054794521,273.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True
premier_league,Premier League,arsenal,Arsenal,1997/98,1997,1998,21670000.0,8830000.0,12840000.0,20,16,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1997,2026-04-27T17:54:09.521692+00:00,high,Displayed arrivals sum (21670000) differs from parsed arrivals fee sum (21665000).,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,365.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,2.0,2.0,English Champion | FA Cup Winner,English Champion | FA Cup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,English Champion (winner) | FA Cup Winner (winner),league_title | fa_cup,English Champion (winner) | FA Cup Winner (winner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
premier_league,Premier League,arsenal,Arsenal,1998/99,1998,1999,15950000.0,6250000.0,9700000.0,13,13,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1998,2026-04-27T17:54:11.643519+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,365.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,2.0,1.0,Champions League Participant | English Supercup Winner,English Supercup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Champions League Participant (participant) | English Supercup Winner (winner),uefa_champions_league | super_cup,English Supercup Winner (winner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
premier_league,Premier League,arsenal,Arsenal,1999/00,1999,2000,25400000.0,42500000.0,-17100000.0,17,20,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/1999,2026-04-27T17:54:13.588387+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,366.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,3.0,1.0,Champions League Participant | English Supercup Winner | UEFA Cup runner-up,English Supercup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Champions League Participant (participant) | English Supercup Winner (winner) | UEFA Cup runner-up,uefa_champions_league | super_cup | fa_cup,English Supercup Winner (winner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
