season,Pos,Team,Pld,W,D,L,GF,GA,GD,Pts,Qualification or relegation,points_deduction,source_url
,1,Barcelona (C),38,27,6,5,105,35,+70,87,Qualification for the Champions League group stage,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,2,Real Madrid,38,25,3,10,83,52,+31,78,Qualification for the Champions League group stage,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,3,Sevilla,38,21,7,10,54,39,+15,70,Qualification for the Champions League group stage,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,4,Atlético Madrid,38,20,7,11,80,57,+23,67,Qualification for the Champions League play-off round,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,5,Villarreal,38,18,11,9,61,54,+7,65,Qualification for the Europa League play-off round,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,6,Valencia,38,18,8,12,68,54,+14,62,Qualification for the Europa League play-off round,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,7,Deportivo La Coruña,38,16,10,12,48,47,+1,58,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,8,Málaga,38,15,10,13,55,59,-4,55,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,9,Mallorca,38,14,9,15,53,60,-7,51,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,10,Espanyol,38,12,11,15,46,49,-3,47,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,11,Almería,38,13,7,18,45,61,-16,46,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,12,Racing Santander,38,12,10,16,49,48,+1,46,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,13,Athletic Bilbao,38,12,8,18,47,62,-15,44,Qualification for the Europa League third qualifying round,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,14,Sporting Gijón,38,14,1,23,47,79,-32,43,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,15,Osasuna,38,10,13,15,41,47,-6,43,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,16,Valladolid,38,12,7,19,46,58,-12,43,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,17,Getafe,38,10,12,16,50,56,-6,42,,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,18,Real Betis (R),38,10,12,16,51,58,-7,42,Relegation to the Segunda División,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,19,Numancia (R),38,10,5,23,38,69,-31,35,Relegation to the Segunda División,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
,20,Recreativo Huelva (R),38,8,9,21,34,57,-23,33,Relegation to the Segunda División,0,https://en.wikipedia.org/wiki/2008%E2%80%9309_La_Liga
