league_key,league_name,club_id,club_name,season,season_start_year,season_end_year,gross_transfer_spend_eur,transfer_income_eur,net_transfer_spend_eur,incoming_transfer_count,outgoing_transfer_count,transfer_source_name,transfer_source_endpoint,transfer_collected_at_utc,transfer_confidence_level,transfer_notes,manager_count_in_season,manager_names,manager_ids,primary_manager_id,primary_manager_name,primary_manager_share_of_season,primary_manager_days_in_charge_in_season,primary_manager_spell_start_date,primary_manager_spell_end_date,primary_manager_matches,primary_manager_wins,primary_manager_draws,primary_manager_losses,primary_manager_ppg,manager_source_name,manager_source_endpoint,manager_collected_at_utc,manager_confidence_level,manager_notes,achievement_count_total,major_trophy_count,achievement_names,major_trophies,achievement_source_name,achievement_source_endpoint,achievement_collected_at_utc,achievement_confidence_level,achievement_notes,achievements_in_season,achievement_categories,major_trophies_in_season,league_position,points,wins,draws,losses,goals_for,goals_against,goal_difference,performance_source_name,performance_source_url,performance_date_accessed,performance_evidence,performance_confidence_level,performance_notes,financial_year_end,currency_original,units_original,total_revenue_original,matchday_revenue_original,broadcast_revenue_original,commercial_revenue_original,other_revenue_original,women_team_revenue_original,excluded_player_trading_revenue_original,official_staff_costs_original,net_debt_original,player_amortisation_original,profit_on_player_sales_original,profit_loss_before_tax_original,revenue_eur,matchday_revenue_eur,broadcast_revenue_eur,commercial_revenue_eur,other_revenue_eur,net_debt_eur,profit_loss_before_tax_eur,exchange_rate_used,exchange_rate_source,revenue_sum_check_original,revenue_sum_difference_original,finance_pages_used,finance_classification_notes,finance_women_team_treatment_notes,finance_non_football_revenue_notes,finance_confidence_level,finance_requires_manual_review,finance_source_document,finance_source_url,finance_notes,estimated_player_wages_eur,official_staff_costs_eur,raw_player_cost_eur,cost_per_point,wage_to_revenue_ratio,matchday_share,broadcast_share,commercial_share,has_performance_data,has_finance_data,has_achievement_data,has_manager_data
premier_league,Premier League,arsenal,Arsenal,2011/12,2011,2012,65480000.00000001,78290000.0,-12809999.999999993,33,26,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2011,2026-04-27T17:54:37.855045+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,366.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,1.0,0.0,Champions League Participant,,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Champions League Participant (participant),uefa_champions_league,,3.0,70.0,21.0,7.0,10.0,74.0,49.0,25.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2011%E2%80%9312_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2012-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),232428000.0,95212000.0,84701000.0,52515000.0,,,2901000.0,143448000.0,101016000.0,36802000.0,65456000.0,36588000.0,,,,,,,,,,232428000.0,0.0,"[30, 31]","Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover. Where Arsenal disclosed retail, retail and licensing, or licensing separately, those lines have been mapped into commercial revenue to align with the project taxonomy.",Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2012,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzA2NzUwNTA2M2FkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Net debt has been computed from statement debt and cash disclosures because it was not presented as a single line item. Net debt computed from total debt less cash and short-term deposits from the downloaded annual report.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2012/13,2012,2013,56000000.0,65849999.99999999,-9849999.999999993,16,18,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2012,2026-04-27T17:54:40.577146+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,365.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,1.0,0.0,Champions League Participant,,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Champions League Participant (participant),uefa_champions_league,,4.0,73.0,21.0,10.0,7.0,72.0,37.0,35.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2012%E2%80%9313_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2013-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),241227000.0,92780000.0,86025000.0,62422000.0,,,1598000.0,154490000.0,121264000.0,41349000.0,46986000.0,6654000.0,,,,,,,,,,241227000.0,0.0,"[30, 31]","Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover. Where Arsenal disclosed retail, retail and licensing, or licensing separately, those lines have been mapped into commercial revenue to align with the project taxonomy.",Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2013,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzA4ODY5MjM1MGFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur. Net debt computed from creditors due after more than one year and cash/short-term deposits from the downloaded annual report.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2013/14,2013,2014,49250000.0,12150000.0,37100000.0,21,22,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2013,2026-04-27T17:54:42.470925+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,365.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,2.0,1.0,Champions League Participant | FA Cup Winner,FA Cup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Champions League Participant (participant) | FA Cup Winner (winner),uefa_champions_league | fa_cup,FA Cup Winner (winner),4.0,79.0,24.0,7.0,7.0,68.0,41.0,27.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2013%E2%80%9314_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2014-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),298145000.0,100229000.0,120762000.0,77154000.0,,,513000.0,166403000.0,32577000.0,40072000.0,6912000.0,20593000.0,,,,,,,,,,298145000.0,0.0,"[29, 30, 31]","Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover. Where Arsenal disclosed retail, retail and licensing, or licensing separately, those lines have been mapped into commercial revenue to align with the project taxonomy.",Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2014,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzExMDUwMTE2MGFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur. Net debt taken from the analysis of changes in net debt note. Profit before tax verified from the tax note and standard-rate reconciliation.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2014/15,2014,2015,118980000.0,27800000.0,91180000.0,18,22,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2014,2026-04-27T17:54:44.821724+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,365.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,3.0,2.0,Champions League Participant | English Supercup Winner | FA Cup Winner,English Supercup Winner | FA Cup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Champions League Participant (participant) | English Supercup Winner (winner) | FA Cup Winner (winner),uefa_champions_league | super_cup | fa_cup,English Supercup Winner (winner) | FA Cup Winner (winner),3.0,75.0,22.0,9.0,7.0,71.0,36.0,35.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2014%E2%80%9315_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2015-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),328532000.0,100401000.0,124844000.0,103287000.0,,,805000.0,192213000.0,5681000.0,54430000.0,28944000.0,24714000.0,,,,,,,,,,328532000.0,0.0,"[31, 32]","Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover. Where Arsenal disclosed retail, retail and licensing, or licensing separately, those lines have been mapped into commercial revenue to align with the project taxonomy.",Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2015,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzEzNTE5MDEzMWFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur. Net debt taken from the analysis of changes in net debt note. Profit before tax verified from the tax note and standard-rate reconciliation.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2015/16,2015,2016,26500000.0,2500000.0,24000000.0,15,12,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2015,2026-04-27T17:54:46.871751+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,366.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,2.0,1.0,Champions League Participant | English Supercup Winner,English Supercup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Champions League Participant (participant) | English Supercup Winner (winner),uefa_champions_league | super_cup,English Supercup Winner (winner),2.0,71.0,20.0,11.0,7.0,65.0,36.0,29.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2015%E2%80%9316_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2016-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),347393000.0,99907000.0,140579000.0,106907000.0,,,3230000.0,195387000.0,6142000.0,59257000.0,2047000.0,18192000.0,,,,,,,,,,347393000.0,0.0,"[33, 35, 39]","Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover. Where Arsenal disclosed retail, retail and licensing, or licensing separately, those lines have been mapped into commercial revenue to align with the project taxonomy.",Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2016,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur. Net debt taken from the analysis of changes in net debt note. Profit before tax verified from the tax note and standard-rate reconciliation.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2016/17,2016,2017,113000000.0,10350000.0,102650000.0,11,12,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2016,2026-04-27T17:54:48.812899+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,365.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,2.0,1.0,Champions League Participant | FA Cup Winner,FA Cup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Champions League Participant (participant) | FA Cup Winner (winner),uefa_champions_league | fa_cup,FA Cup Winner (winner),5.0,75.0,23.0,6.0,9.0,77.0,44.0,33.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2016%E2%80%9317_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2017-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),415867000.0,99996000.0,198637000.0,117234000.0,,,6932000.0,199395000.0,47352000.0,77126000.0,6760000.0,44607000.0,,,,,,,,,,415867000.0,0.0,"[37, 38, 39]","Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover. Where Arsenal disclosed retail, retail and licensing, or licensing separately, those lines have been mapped into commercial revenue to align with the project taxonomy.",Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2017,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur. Net debt taken from the analysis of changes in net debt note. Profit before tax taken from the segmental analysis / group disclosure.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2017/18,2017,2018,152850000.0,162400000.0,-9550000.0,10,16,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2017,2026-04-27T17:54:50.652681+00:00,high,,1.0,Arsène Wenger,"[""ars_ne_wenger_22-10-1949""]",ars_ne_wenger_22-10-1949,Arsène Wenger,1.0,365.0,1996-10-01,2018-06-30,1231.0,713.0,267.0,251.0,1.95,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,3.0,1.0,English League Cup runner-up | English Supercup Winner | Europa League Participant,English Supercup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,English League Cup runner-up | English Supercup Winner (winner) | Europa League Participant (participant),league_cup | super_cup | uefa_europa_league,English Supercup Winner (winner),6.0,63.0,19.0,6.0,13.0,74.0,51.0,23.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2017%E2%80%9318_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2018-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),385920000.0,98905000.0,180097000.0,106918000.0,,,2311000.0,240060000.0,0.0,85812000.0,120047000.0,2018000.0,,,,,,,,,,385920000.0,0.0,"[21, 23, 26]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2018,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2018/19,2018,2019,80150000.0,9100000.0,71050000.0,17,12,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2018,2026-04-27T17:54:52.892721+00:00,high,,1.0,Unai Emery,"[""unai_emery_03-11-1971""]",unai_emery_03-11-1971,Unai Emery,1.0,365.0,2018-07-01,2019-11-29,78.0,43.0,15.0,20.0,1.85,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,,2.0,0.0,Europa League Participant | Europa League runner-up,,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Europa League Participant (participant) | Europa League runner-up,uefa_europa_league,,5.0,70.0,21.0,7.0,10.0,73.0,51.0,22.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2018%E2%80%9319_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2019-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),390148000.0,96244000.0,183025000.0,110879000.0,,,4582000.0,234922000.0,21715000.0,89678000.0,12243000.0,-32215000.0,,,,,,,,,,390148000.0,0.0,"[21, 23, 26]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2019,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt computed as total debt less cash and short-term deposits from the downloaded annual report. Profit before tax verified from the tax note.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2019/20,2019,2020,160800000.0,53650000.0,107150000.0,16,19,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2019,2026-04-27T17:54:54.686962+00:00,high,,2.0,Unai Emery | Mikel Arteta,"[""unai_emery_03-11-1971"", ""mikel_arteta_26-03-1982""]",mikel_arteta_26-03-1982,Mikel Arteta,0.5245901639344263,192.0,2019-12-22,,345.0,212.0,59.0,74.0,2.01,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,Manager spell appears ongoing on the collection date. Ongoing manager spell; overlap calculated through the collection date or season end.,2.0,1.0,Europa League Participant | FA Cup Winner,FA Cup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,Europa League Participant (participant) | FA Cup Winner (winner),uefa_europa_league | fa_cup,FA Cup Winner (winner),8.0,56.0,14.0,14.0,10.0,56.0,48.0,8.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2019%E2%80%9320_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2020-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),339968000.0,78743000.0,118948000.0,142277000.0,,,3485000.0,234478000.0,-94109000.0,109114000.0,60050000.0,-54022000.0,,,,,,,,,,339968000.0,0.0,"[25, 26, 27]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2020,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt computed as total debt less cash and short-term deposits from the downloaded annual report. Profit before tax verified from the tax note.",,,,,,,,,True,True,True,True
premier_league,Premier League,arsenal,Arsenal,2020/21,2020,2021,86000000.0,19150000.0,66850000.0,16,16,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2020,2026-04-27T17:39:42.896737+00:00,high,,1.0,Mikel Arteta,"[""mikel_arteta_26-03-1982""]",mikel_arteta_26-03-1982,Mikel Arteta,1.0,365.0,2019-12-22,,345.0,212.0,59.0,74.0,2.01,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,Manager spell appears ongoing on the collection date. Ongoing manager spell; overlap calculated through the collection date or season end.,2.0,1.0,English Supercup Winner | Europa League Participant,English Supercup Winner,transfermarkt_achievements_page,https://www.transfermarkt.com/arsenal/erfolge/verein/11,2026-04-28T07:46:00.357727+00:00,high,,English Supercup Winner (winner) | Europa League Participant (participant),super_cup | uefa_europa_league,English Supercup Winner (winner),8.0,61.0,18.0,7.0,13.0,55.0,39.0,16.0,premier_league_raw_table,https://en.wikipedia.org/wiki/2020%E2%80%9321_Premier_League,,Raw Premier League season table CSV,medium,League table data loaded from raw Premier League CSV files.,2021-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),324519000.0,3763000.0,184376000.0,136380000.0,,,3067000.0,244438000.0,-2466000.0,117413000.0,11770000.0,-127204000.0,,,,,,,,,,324519000.0,0.0,"[26, 27, 30]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2021,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt computed as total debt less cash and short-term deposits from the downloaded annual report. Profit before tax verified from the tax note.",,,,,,,,,True,True,True,True
